people_ID,20-Mar-20,,,,
5862,49.25865006,,,,
18461,50.45948012,,,,
5275,52.26305111,,,,
6084,50.7519687,,,,
18403,52.96064455,,,,
17856,49.93938121,,,,
17723,50.63928994,,,,
6103,53.68025615,,,,
17897,52.84674988,,,,
6042,48.17869591,,,,
6219,54.28160068,,,,
5697,55.78702127,,,,
18636,60.042353,,,,
5343,53.49608201,,,,
5994,52.57233826,,,,
5956,60.06642145,,,,
5666,49.00605766,,,,
18791,49.94953736,,,,
5686,52.92428592,,,,
6027,50.58122507,,,,
5751,51.04677234,,,,
18812,65.52937524,,,,
18688,51.96895729,,,,
18441,53.21140333,,,,
5508,50.34752789,,,,
5889,53.62559154,,,,
5843,46.74623356,,,,
5459,47.97643927,,,,
18141,49.89186716,,,,
18757,56.14654444,,,,
6313,51.08083231,,,,
6032,60.35388536,,,,
18475,49.71318497,,,,
17702,54.48718253,,,,
5815,49.41266703,,,,
18816,46.25157457,,,,
18589,51.51652403,,,,
17738,51.99762727,,,,
18553,51.12905016,,,,
5538,47.76752435,,,,47.69277411
18472,49.6333983,,,,
5453,54.28168188,,,,
18026,50.72541315,,,,
18409,49.3652033,,,,
5444,47.48728811,,,,
17965,49.05959309,,,,
18541,52.58300693,,,,
5371,47.81044836,,,,
6051,48.21724328,,,,
18882,53.93597055,,,,
5108,50.40108056,,,,
6005,62.24251613,,,,
5380,48.59682024,,,,
6151,52.78205047,,,,
18195,52.21318938,,,,
17695,51.919688,,,,
5101,52.55089932,,,,
5255,54.43432049,,,,
5579,52.6025163,,,,
18509,54.78608755,,,,
5257,52.07714168,,,,
6310,62.8637455,,,,
5431,43.97638849,,,,
17703,53.12683592,,,,
18316,51.78876943,,,,
5174,53.11718637,,,,
18337,49.63318704,,,,
18515,53.39904195,,,,
17993,62.4260266,,,,
6232,49.46574158,,,,
5339,54.14972436,,,,
5972,52.78433133,,,,
6097,50.49029278,,,,
5130,48.78988515,,,,
5934,51.17954818,,,,
17646,55.95562025,,,,
5803,51.10259551,,,,
18134,65.1264989,,,,
18301,50.20673087,,,,
18071,52.08579198,,,,
5973,52.10486839,,,,
17972,56.5651248,,,,
6212,59.76647006,,,,
17886,49.99291372,,,,
18584,48.54689767,,,,
18027,56.06037797,,,,
5093,54.7697706,,,,
5817,54.40151591,,,,
5519,52.47642673,,,,
18127,53.85437204,,,,
6144,48.87716994,,,,
5430,50.11746854,,,,
6179,47.66563761,,,,
5921,56.18138112,,,,
5788,46.99817867,,,,
17960,44.42781783,,,,
5682,53.11605683,,,,
5713,57.37249911,,,,
18735,56.37418376,,,,
18693,51.94960936,,,,
6256,53.77455158,,,,
18064,44.57427662,,,,
18302,51.70387858,,,,
5620,55.38975303,,,,
18010,47.54989968,,,,
18647,53.42314861,,,,
5749,47.01834439,,,,
18286,52.45072207,,,,
5381,49.48379423,,,,
6012,51.87527405,,,,
18043,48.41978682,,,,
18845,56.24255572,,,,
17736,51.09858115,,,,
17919,54.56179895,,,,
5297,53.22705993,,,,
17651,54.50743261,,,,
5109,50.0644534,,,,
5756,45.94009011,,,,
17628,48.85358432,,,,
6237,50.88791489,,,,
18407,49.55124256,,,,
5157,51.86480508,,,,
17902,53.26978073,,,,
18650,52.50309959,,,,
5589,51.84705145,,,,
6010,50.27131637,,,,
18792,55.07393063,,,,
17932,48.56599307,,,,
18568,52.45684259,,,,
17684,58.23331166,,,,
5573,51.32615999,,,,
17685,55.81795031,,,,
5948,53.59660521,,,,
5469,54.24978938,,,,
18736,64.14590015,,,,
17664,51.11045941,,,,
6319,58.68194624,,,,
5421,57.33137363,,,,
18648,51.13450443,,,,
18369,50.71834439,,,,
6065,51.44219577,,,,
18486,52.9910199,,,,
5259,55.89210082,,,,
18524,62.99502569,,,,
17774,48.80655808,,,,
5955,43.47345511,,,,
17701,50.62557539,,,,
6312,52.1398001,,,,
18094,51.3986782,,,,
17647,55.41849621,,,,
5515,56.37789206,,,,
18087,50.7804303,,,,
18278,50.98436878,,,,
18868,46.49141391,,,,
18764,50.84836163,,,,
5478,51.50017661,,,,
6091,49.470136,,,,
18358,52.02765796,,,,
18570,55.93706966,,,,
17994,52.49212289,,,,
17931,49.39733307,,,,
18476,47.79942714,,,,
6314,46.13712921,,,,
5727,53.53910088,,,,
5879,49.12467316,,,,
6240,49.44028369,,,,
17663,49.49211176,,,,
18457,59.40147231,,,,
18562,49.93154793,,,,
17908,56.16145368,,,,
18183,49.63424955,,,,
5203,53.63103158,,,,
18658,49.25350724,,,,
18745,50.01744105,,,,
17889,53.93578473,,,,
5185,64.05560163,,,,
6161,52.64747116,,,,
5833,51.07600657,,,,
5348,50.63740972,,,,
6261,52.37813228,,,,
5841,50.7152009,,,,
5503,53.10387801,,,,
5187,52.61996252,,,,
18789,51.35416035,,,,
5674,51.45346052,,,,
18768,49.30841485,,,,
18430,51.8336775,,,,
5931,49.41113606,,,,
18787,58.4634564,,,,
5284,50.06178927,,,,
18544,51.69670658,,,,
18726,45.99013553,,,,
17907,50.69307649,,,,
17850,52.26469292,,,,
18073,53.55466068,,,,
5631,54.23673549,,,,
6190,49.52632272,,,,
5482,48.62070834,,,,
18865,51.80514366,,,,
18700,53.49107195,,,,
6234,54.2597794,,,,
5689,49.05186204,,,,
18585,51.55258843,,,,
17674,50.60799981,,,,
17875,62.3060438,,,,
5997,51.23948295,,,,
5405,53.46554929,,,,
18201,56.77365924,,,,
18575,48.69386476,,,,
5196,49.77696523,,,,
17709,46.33184271,,,,
5687,49.82051985,,,,
6284,61.09917937,,,,
6140,48.81786972,,,,
18352,52.3925913,,,,
17718,50.79374672,,,,
6247,53.12628151,,,,
18578,49.09814326,,,,
18135,54.25132177,,,,
6052,44.34400746,,,,
5132,49.04884922,,,,
5846,48.49148198,,,,
5138,53.75608985,,,,
5149,53.66332388,,,,
6321,44.38673308,,,,
18115,52.49090459,,,,
5688,50.83599997,,,,
5748,52.0448179,,,,
17793,48.2675329,,,,
5855,54.63589911,,,,
6305,60.71728668,,,,
18085,48.68163513,,,,
5404,57.94073321,,,,
5870,47.58299054,,,,
18866,52.36715427,,,,
5957,55.91958379,,,,
18138,50.1890162,,,,
6246,47.20015413,,,,
18643,51.50538669,,,,
6210,72.30946217,,,,
17843,54.37635684,,,,
18260,51.80957819,,,,
5667,63.29253863,,,,
18661,51.07692358,,,,
18319,48.99657932,,,,
5762,50.07361424,,,,
17727,51.08024727,,,,
18853,50.28645244,,,,
6251,50.31691091,,,,
18710,49.04054829,,,,
18809,57.39425054,,,,
6067,52.1305303,,,,
6138,53.87064808,,,,
5374,49.67176659,,,,
18408,56.76259347,,,,
5331,48.3125758,,,,
5194,48.34826771,,,,
18692,55.45121784,,,,
18668,55.09208217,,,,
5296,48.81974886,,,,
5546,45.85744752,,,,
5442,52.38969186,,,,
5699,44.78402853,,,,
18255,54.73577978,,,,
5744,50.92827297,,,,
18169,54.38756545,,,,
18343,52.39879027,,,,
17626,52.62258955,,,,
17878,59.15044341,,,,
5474,52.4272324,,,,
18653,54.67229527,,,,
5137,51.45408699,,,,
5602,49.42290419,,,,
5907,46.96519938,,,,
5779,42.73336803,,,,
18180,45.53172208,,,,
18188,42.95832551,,,,
18207,62.25138406,,,,
5379,62.05835867,,,,
18106,41.3304142,,,,
5783,50.24405875,,,,
17890,49.45292798,,,,
5866,46.05304408,,,,
18012,50.71624488,,,,
17711,47.72304886,,,,
6133,46.46941376,,,,
6071,48.09417401,,,,
5857,48.81017875,,,,
18462,46.19755204,,,,
5116,64.76553362,,,,
6136,49.0732797,,,,
17704,65.57837808,,,,
5662,56.50853045,,,,
17690,47.01028697,,,,
6131,62.65262711,,,,
18288,45.73881015,,,,
18203,46.39473429,,,,
18110,67.65495272,,,,
17743,42.92070006,,,,
5207,50.36081039,,,,
5298,65.09407577,,,,
5328,56.12809116,,,,
18238,62.74874155,,,,
5426,58.53542854,,,,
6298,47.39995598,,,,
6106,48.88653328,,,,
5282,47.9659526,,,,
6178,70.70375958,,,,
18227,49.44648867,,,,
17631,50.84665033,,,,
5598,51.00379066,,,,
17820,49.60760735,,,,
18312,49.05472206,,,,
18716,46.93723835,,,,
18529,52.84452915,,,,
17925,46.5747849,,,,
18314,43.1863772,,,,
5859,47.41262814,,,,
6283,48.9521609,,,,
5562,46.42328402,,,,
5722,52.8926821,,,,
18059,46.18597429,,,,
5770,46.53852793,,,,
18181,66.94910173,,,,
17649,49.42110111,,,,
5828,46.90692734,,,,
5778,44.56901643,,,,
17772,50.33588489,,,,
18732,46.82057341,,,,
6073,49.98921227,,,,
18687,50.7690016,,,,
5395,54.53370423,,,,
6058,48.26201816,,,,
18579,54.10980989,,,,
18846,46.11679947,,,,
5265,47.63129973,,,,
17862,55.76707414,,,,
5237,55.89079036,,,,
17976,50.38501615,,,,
18267,60.69270882,,,,
6048,51.86983476,,,,
18237,51.92609036,,,,
18077,49.39098875,,,,
18299,48.09009587,,,,
5166,50.35780323,,,,
5824,52.55407756,,,,
5216,48.35993936,,,,
18788,49.43081983,,,,
6231,48.13676848,,,,
5178,52.56470033,,,,
18208,49.56492925,,,,
18376,51.01337734,,,,
5350,62.01620498,,,,
5903,45.80328025,,,,
18061,51.98542208,,,,
18821,57.46201436,,,,
18374,47.63571863,,,,
5392,46.12012541,,,,
17958,46.70106355,,,,
6315,45.02361058,,,,
5349,50.53017164,,,,
5227,50.15575351,,,,
5280,62.67405667,,,,
6303,63.19094487,,,,
6023,46.50916797,,,,
5581,46.17231304,,,,
18202,62.16805135,,,,
5970,49.24048284,,,,
18504,53.56832808,,,,
18047,55.90390009,,,,
5532,61.89273567,,,,
18588,50.98298207,,,,
6098,46.78994903,,,,
6189,52.24280971,,,,
17632,53.77762705,,,,
5359,45.44355434,,,,
18500,53.10942799,,,,
6293,50.21691079,,,,
5205,60.06232916,,,,
17915,46.57810857,,,,
17987,50.71932694,,,,
5517,50.79537337,,,,
5501,62.48645775,,,,
5764,49.11427507,,,,
18211,58.17574425,,,,
18487,64.59931574,,,,
17863,44.28636701,,,,
5191,46.84901464,,,,
6111,50.31530162,,,,
5769,49.5614111,,,,
18605,62.29173891,,,,
18038,52.25718443,,,,
5930,49.00094243,,,,
18072,43.75165766,,,,
6102,65.39562662,,,,
18020,47.58377615,,,,
17665,50.45963295,,,,
17668,48.13866099,,,,
18705,45.96737471,,,,
17968,56.36133215,,,,
18212,54.92626451,,,,
5968,47.44413942,,,,
17938,49.59436175,,,,
6277,42.97125424,,,,
18536,50.01616079,,,,
18613,71.0592482,,,,
5766,51.63240835,,,,
18474,53.87716962,,,,
18297,59.02901207,,,,
18753,49.29281007,,,,
18701,61.91975977,,,,
5835,53.08618273,,,,
18142,48.92557503,,,,
18838,47.67002105,,,,
17719,60.143983,,,,
5890,48.88498361,,,,
5560,61.69158345,,,,
17658,51.17394229,,,,
18582,50.2779841,,,,
18300,49.52027598,,,,
18679,63.34585647,,,,
18365,49.86354793,,,,
18901,58.2102108,,,,
18414,47.9457114,,,,
18889,49.13474372,,,,
18257,48.89967457,,,,
18884,45.59366286,,,,
18873,52.22674461,,,,
5369,51.68613176,,,,
18698,53.80161155,,,,
5746,57.9295887,,,,
17844,67.53222624,,,,
18893,48.72530004,,,,
17867,47.74851258,,,,
17899,48.94237928,,,,
18546,50.74517586,,,,
18325,51.86959214,,,,
6220,46.68512328,,,,
18625,48.39336343,,,,
18053,54.10981496,,,,
5607,66.9829174,,,,
5989,49.55212682,,,,
17712,52.7794636,,,,
18799,49.892632,,,,
5483,48.10488364,,,,
6157,48.13624143,,,,
5715,50.40024476,,,,
17814,56.74341692,,,,
17754,50.90829098,,,,
5375,50.27552107,,,,
17627,62.78338305,,,,
17654,61.50403982,,,,
5923,47.94625083,,,,
18348,47.80268305,,,,
18657,47.32288207,,,,
5262,50.66542057,,,,
18491,47.61317696,,,,
5851,66.33406201,,,,
17956,49.11615354,,,,
6270,55.38700308,,,,
5932,48.33136286,,,,
18323,46.52245484,,,,
5290,61.61951105,,,,
5434,49.26530654,,,,
17782,47.39997533,,,,
5836,51.81158197,,,,
5729,47.75655619,,,,
17780,50.09894563,,,,
17757,50.0159292,,,,
5197,52.54318503,,,,
18498,43.99677305,,,,
18832,67.06428813,,,,
18023,48.40532101,,,,
5435,48.32659388,,,,
18852,47.13429404,,,,
18254,48.42376761,,,,
18024,49.17837829,,,,
6194,49.58808666,,,,
18007,51.22600424,,,,
5473,65.69124659,,,,
5550,49.09552295,,,,
18451,60.25481928,,,,
6081,48.20226671,,,,
5506,41.27480819,,,,
18098,45.51673204,,,,
17952,52.05180568,,,,
5844,47.45731367,,,,
5692,49.34274856,,,,
5499,48.16714105,,,,
5145,49.63069174,,,,
18499,46.63675889,,,,
5084,51.67008734,,,,
6169,65.97791766,,,,
18758,48.63090226,,,,
18419,52.55338419,,,,
5838,47.22188704,,,,
5847,45.84210283,,,,
18869,53.23162563,,,,
5346,48.82913009,,,,
18885,50.63636349,,,,
5183,51.1431785,,,,
5818,49.27677631,,,,
5648,49.22566228,,,,
18390,65.09456316,,,,
18537,48.82362241,,,,
17954,44.4101108,,,,
17786,49.77484806,,,,
17636,56.8466941,,,,
17660,48.33209068,,,,
18221,47.23365101,,,,
5869,47.03315678,,,,
5656,50.00547336,,,,
5684,45.3903984,,,,
5141,44.77549632,,,,
6168,49.17995743,,,,
18908,50.32711361,,,,
5531,44.91248147,,,,
5680,58.47971081,,,,
5960,49.833332,,,,
18065,52.92462241,,,,
18429,58.22374824,,,,
18793,46.49928666,,,,
5457,50.23582896,,,,
18356,47.61110747,,,,
17766,56.4972695,,,,
6066,47.05913173,,,,
18841,57.46460981,,,,
5549,65.11534609,,,,
5398,48.11617469,,,,
17904,51.44558612,,,,
18322,66.10435506,,,,
5119,50.33271656,,,,
5705,58.7360842,,,,
5977,46.87156036,,,,
18125,49.68644034,,,,
18080,48.09210754,,,,
5946,48.80238026,,,,
18677,48.44364352,,,,
6046,66.00597858,,,,
18317,50.34899306,,,,
5892,45.66729925,,,,
5300,47.72647219,,,,
5291,47.40869026,,,,
5819,49.83122123,,,,
18444,53.45461469,,,,
5294,61.57797549,,,,
6055,49.59814546,,,,
6064,47.57344899,,,,
18667,54.63455173,,,,
5541,44.55492574,,,,
5991,50.75785013,,,,
6244,60.24902459,,,,
5837,57.84398169,,,,
5827,47.41828809,,,,
18697,54.19112175,,,,
18146,62.89328032,,,,
5920,48.88911802,,,,
18111,49.45811551,,,,
17933,51.58003968,,,,
18607,49.98200331,,,,
18248,44.85890118,,,,
5831,50.10068819,,,,
5184,50.09353119,,,,
17934,50.05353151,,,,
17746,45.01344875,,,,
6202,49.38994621,,,,
5199,50.15300771,,,,
5884,50.47545501,,,,
17728,48.87426475,,,,
5657,48.2116588,,,,
5144,44.73321254,,,,
6217,59.20915097,,,,
17677,48.76752337,,,,
6026,46.67512866,,,,
6233,47.82602116,,,,
5446,63.31368042,,,,
5962,47.32722025,,,,
18423,50.82937587,,,,
17715,63.41228874,,,,
17841,49.27530164,,,,
5800,49.62975362,,,,
6187,52.34799764,,,,
5361,59.2868279,,,,
5384,53.88573608,,,,
18797,54.85876552,,,,
18287,50.1386884,,,,
5558,46.48732638,,,,
18790,49.18529234,,,,
5771,47.82459764,,,,
5209,61.75250504,,,,
6243,49.66581426,,,,
18747,50.86574821,,,,
18587,60.44534836,,,,
5086,50.2594072,,,,
5443,50.83847576,,,,
5148,47.47730019,,,,
18649,49.91703379,,,,
6278,51.60937656,,,,
18204,48.40198295,,,,
5422,60.03245365,,,,
5467,50.07490311,,,,
17923,76.86479472,,,,
18320,60.70894704,,,,
5094,47.93350489,,,,
6088,44.43313617,,,,
5429,47.33806975,,,,
5529,49.184047,,,,
18218,46.15423629,,,,
5679,46.24730253,,,,
17913,50.15473915,,,,
18576,44.85124536,,,,
18724,45.11370951,,,,
6238,52.51980246,,,,
18637,51.99674595,,,,
18748,48.10172453,,,,
5252,67.38295697,,,,
18075,41.94874596,,,,
18222,45.2320874,,,,
5273,48.52121182,,,,
5886,49.17447466,,,,
6033,50.76288327,,,,
18291,43.38418218,,,,
5616,60.22872151,,,,
18166,47.86945924,,,,
17692,48.39395904,,,,
5219,50.57317777,,,,
5988,51.49408787,,,,
5504,45.67557523,,,,
18129,47.73306425,,,,
18440,54.80939922,,,,
18488,51.12054327,,,,
18131,46.03312562,,,,
18849,46.46726592,,,,
18162,43.65202978,,,,
18829,66.04086268,,,,
5156,50.77335166,,,,
18013,52.04979591,,,,
18804,47.99637234,,,,
17708,48.45120659,,,,
17795,50.26092853,,,,
5811,51.47469944,,,,
17936,54.79151568,,,,
5221,48.4377138,,,,
5845,48.69767651,,,,
18490,59.06470001,,,,
5126,44.61283575,,,,
18367,52.90565047,,,,
5767,68.8894883,,,,
5438,51.8909494,,,,
18746,45.86958811,,,,
18883,49.79917239,,,,
17822,48.75192164,,,,
5535,48.36042734,,,,
5447,47.0319688,,,,
5804,43.89403093,,,,
18729,46.08725755,,,,
18032,66.60226452,,,,
5570,44.23339947,,,,
18837,48.47081031,,,,
18690,48.13649912,,,,
5245,48.47217164,,,,
6123,51.82765707,,,,
17916,46.71013571,,,,
18859,46.17026885,,,,
18232,46.46573896,,,,
5954,49.7747565,,,,
5308,46.44336808,,,,
18458,51.25257432,,,,
5813,46.67258877,,,,
5914,49.12844082,,,,
18561,45.76007772,,,,
18114,66.18633717,,,,
5590,49.61325662,,,,
17848,45.89903254,,,,
5309,49.70234331,,,,
5110,64.55445429,,,,
6192,50.41372486,,,,
5079,47.74825396,,,,
5640,50.55743026,,,,
18067,48.75263407,,,,
5695,50.50110635,,,,
18620,47.87975298,,,,
18215,58.76113866,,,,
5626,48.19089689,,,,
17720,47.03711011,,,,
18548,43.20780275,,,,
6280,61.97997243,,,,
18449,46.35842955,,,,
18450,48.72067511,,,,
18005,51.36606566,,,,
18831,46.37851124,,,,
18683,46.60008988,,,,
17764,48.0885915,,,,
5439,48.70563644,,,,
6322,47.38681489,,,,
18280,48.58215597,,,,
6172,50.74806722,,,,
18466,62.81045384,,,,
18359,47.75589223,,,,
18002,53.66856949,,,,
18334,64.82188829,,,,
6110,48.3143799,,,,
5486,51.37137716,,,,
5251,62.93541304,,,,
5919,48.15241271,,,,
6215,48.06720489,,,,
5812,64.9032545,,,,
18156,47.30168999,,,,
17650,44.94121164,,,,
18415,51.1589484,,,,
18160,46.37526935,,,,
5928,45.89802385,,,,
6056,62.61315231,,,,
18025,50.41529374,,,,
6054,45.45716004,,,,
17681,52.24872043,,,,
17776,45.69405774,,,,
18133,57.35974184,,,,
18708,51.2244004,,,,
5394,49.93003568,,,,
6119,44.83931395,,,,
5270,48.18321418,,,,
17959,47.49105487,,,,
5406,47.87760201,,,,
5950,48.62337185,,,,
18168,63.12680447,,,,
18029,45.53922234,,,,
6239,50.69178887,,,,
18467,55.6150343,,,,
17964,46.69450601,,,,
18656,47.55786583,,,,
18552,51.79122114,,,,
18079,49.61781333,,,,
18678,58.76512374,,,,
6039,50.39658448,,,,
18185,48.31659342,,,,
6203,48.757162,,,,
5360,46.99975514,,,,
18909,49.42154108,,,,
18196,69.18720402,,,,
18632,46.43693605,,,,
18512,49.13852006,,,,
18034,62.95156547,,,,
5268,52.75447529,,,,
6223,47.32554566,,,,
18631,48.03209604,,,,
5373,49.32220448,,,,
18696,49.19247403,,,,
5789,43.61370887,,,,
18900,46.38897091,,,,
5681,48.42891863,,,,
18283,48.52402871,,,,
18847,59.85123113,,,,
5159,48.93301488,,,,
5551,56.49349477,,,,
18074,47.89872294,,,,
17784,45.9391054,,,,
5335,45.30486388,,,,
18903,47.50481181,,,,
18062,47.28393484,,,,
18630,47.07564905,,,,
5599,45.08477612,,,,
17999,51.17997264,,,,
5701,44.16091384,,,,
18827,47.79299338,,,,
17970,55.99599086,,,,
5419,52.24525317,,,,
18581,48.36592736,,,,
17861,58.43144061,,,,
5393,47.51972818,,,,
17806,64.78631931,,,,
6129,52.42852704,,,,
5161,63.47284886,,,,
17804,47.22423921,,,,
5780,43.72667947,,,,
5479,42.46059594,,,,
18086,48.11497278,,,,
6248,46.84247441,,,,
17798,49.79380665,,,,
18157,52.70912291,,,,
18272,46.84660511,,,,
18022,43.95516822,,,,
18770,43.69946342,,,,
5230,50.41788137,,,,
5565,70.12426449,,,,
18539,64.97327679,,,,
18167,39.7291298,,,,
5615,49.83323698,,,,
18307,49.02917802,,,,
5397,47.50243685,,,,
18102,47.80326812,,,,
18324,46.58690396,,,,
18099,60.72216358,,,,
18015,49.92103701,,,,
5481,52.65172396,,,,
18418,44.25352646,,,,
17831,47.21595122,,,,
6115,50.02463175,,,,
17982,46.32108299,,,,
18014,49.11192576,,,,
18779,48.54165108,,,,
18820,43.89755802,,,,
18558,50.69336344,,,,
18017,49.39745165,,,,
17837,49.76880787,,,,
5976,46.50980656,,,,
18306,49.7838817,,,,
6272,47.3742353,,,,
18331,60.9699161,,,,
5561,47.89132975,,,,
17669,46.33898101,,,,
18855,47.03175866,,,,
5528,41.87727451,,,,
18321,48.46380437,,,,
18172,45.2731605,,,,
18614,52.98770369,,,,
17748,51.4101935,,,,
17800,61.90488219,,,,
5945,49.09083272,,,,
18514,53.00394962,,,,
5644,47.4436978,,,,
5982,48.3335232,,,,
5288,62.63842486,,,,
6265,48.21524691,,,,
5840,46.08911847,,,,
17851,65.65660586,,,,
18246,54.2289236,,,,
6250,46.54472056,,,,
5214,48.0918712,,,,
18777,49.86534431,,,,
6001,46.09977912,,,,
5782,47.56522859,,,,
5484,46.63311393,,,,
5760,47.40140889,,,,
6218,52.80078377,,,,
5953,48.1321502,,,,
18577,52.34802325,,,,
6264,49.10493092,,,,
17770,48.50287625,,,,
18634,50.81522347,,,,
5938,48.19196337,,,,
6214,45.98196127,,,,
5324,50.06604017,,,,
18108,45.97265262,,,,
18469,47.42008292,,,,
18672,46.6510634,,,,
18480,52.93918295,,,,
18531,47.55260671,,,,
6180,60.24828701,,,,
5454,50.76883355,,,,
5364,61.17119451,,,,
18088,53.91264244,,,,
17922,45.2576752,,,,
6286,50.02209881,,,,
